time (s),out (V),in (V)
2.912E-9,16.80E-9,5.000
2.912E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.913E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.914E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.915E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.916E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.917E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.918E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.919E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.920E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.921E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.922E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.923E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.924E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.925E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.926E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.927E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.928E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.929E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.930E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.931E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.932E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.933E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.934E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.935E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.936E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.937E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.938E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.939E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.940E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.941E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.942E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.943E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.944E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.945E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.946E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.947E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.948E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.949E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.950E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.951E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.952E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.953E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.954E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.955E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.956E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.957E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.958E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.959E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.960E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.961E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.962E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.963E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.964E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.965E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.966E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.967E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.968E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.969E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.970E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.971E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.972E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.973E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.974E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.975E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.976E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.977E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.978E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.979E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.980E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.981E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.982E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.983E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.984E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.985E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.986E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.987E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.988E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.989E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
2.990E-9,16.80E-9,5.000
